AÑO,CCAA,KG RECOGIDOS,HABITANTES,GARBAGE CONTAINER
2005,COMUNIDAD VALENCIANA,13396,9634,Yellow
2005,COMUNIDAD VALENCIANA,193888,36196,Yellow
2005,COMUNIDAD VALENCIANA,73525,15356,Yellow
2005,COMUNIDAD VALENCIANA,108440,22544,Yellow
2005,COMUNIDAD VALENCIANA,2234,196,Yellow
2005,COMUNIDAD VALENCIANA,92380,20001,Yellow
2005,COMUNIDAD VALENCIANA,138740,25653,Yellow
2005,COMUNIDAD VALENCIANA,3502,1692,Yellow
2005,COMUNIDAD VALENCIANA,242060,26192,Yellow
2005,COMUNIDAD VALENCIANA,1508,262,Yellow
2005,COMUNIDAD VALENCIANA,90820,23220,Yellow
2005,COMUNIDAD VALENCIANA,5292,909,Yellow
2005,COMUNIDAD VALENCIANA,159660,37330,Yellow
2005,COMUNIDAD VALENCIANA,129940,26792,Yellow
2005,COMUNIDAD VALENCIANA,208814,60488,Yellow
2005,COMUNIDAD VALENCIANA,4090,1346,Yellow
2005,COMUNIDAD VALENCIANA,30980,7843,Yellow
2005,COMUNIDAD VALENCIANA,46620,9253,Yellow
2005,COMUNIDAD VALENCIANA,12854,3421,Yellow
2005,COMUNIDAD VALENCIANA,13560,3425,Yellow
2005,COMUNIDAD VALENCIANA,967,172,Yellow
2005,COMUNIDAD VALENCIANA,187920,62344,Yellow
2005,COMUNIDAD VALENCIANA,8439,1462,Yellow
2005,COMUNIDAD VALENCIANA,8926,1655,Yellow
2005,COMUNIDAD VALENCIANA,34380,7317,Yellow
2005,COMUNIDAD VALENCIANA,36700,14656,Yellow
2005,COMUNIDAD VALENCIANA,68700,19514,Yellow
2005,COMUNIDAD VALENCIANA,340400,38584,Yellow
2005,COMUNIDAD VALENCIANA,32960,6049,Yellow
2005,COMUNIDAD VALENCIANA,30620,8778,Yellow
2005,COMUNIDAD VALENCIANA,231120,11060,Yellow
2005,COMUNIDAD VALENCIANA,88949,68778,Yellow
2005,COMUNIDAD VALENCIANA,5325,4195,Yellow
2005,COMUNIDAD VALENCIANA,94660,12254,Yellow
2005,COMUNIDAD VALENCIANA,27060,10654,Yellow
2005,COMUNIDAD VALENCIANA,22860,7400,Yellow
2005,COMUNIDAD VALENCIANA,680920,60532,Yellow
2005,COMUNIDAD VALENCIANA,81340,44059,Yellow
2005,COMUNIDAD VALENCIANA,3075,2504,Yellow
2005,COMUNIDAD VALENCIANA,135720,18961,Yellow
2005,COMUNIDAD VALENCIANA,107010,30610,Yellow
2005,COMUNIDAD VALENCIANA,18260,13725,Yellow
2005,COMUNIDAD VALENCIANA,13965,4164,Yellow
2005,COMUNIDAD VALENCIANA,13736,2782,Yellow
2005,COMUNIDAD VALENCIANA,90440,33889,Yellow
2005,COMUNIDAD VALENCIANA,83880,19027,Yellow
2005,COMUNIDAD VALENCIANA,530,794,Yellow
2005,COMUNIDAD VALENCIANA,78800,12215,Yellow
2005,COMUNIDAD VALENCIANA,58380,9498,Yellow
2005,COMUNIDAD VALENCIANA,19400,10672,Yellow
2005,COMUNIDAD VALENCIANA,59260,6449,Yellow
2005,COMUNIDAD VALENCIANA,25075,5212,Yellow
2005,COMUNIDAD VALENCIANA,20270,2400,Yellow
2005,COMUNIDAD VALENCIANA,8060,5884,Yellow
2005,COMUNIDAD VALENCIANA,95640,15151,Yellow
2005,COMUNIDAD VALENCIANA,37340,7992,Yellow
2005,COMUNIDAD VALENCIANA,4370,995,Yellow
2005,COMUNIDAD VALENCIANA,499760,163088,Yellow
2005,COMUNIDAD VALENCIANA,2480,2242,Yellow
2005,COMUNIDAD VALENCIANA,2060,487,Yellow
2005,COMUNIDAD VALENCIANA,22440,5528,Yellow
2005,COMUNIDAD VALENCIANA,280,509,Yellow
2005,COMUNIDAD VALENCIANA,5149,2118,Yellow
2005,COMUNIDAD VALENCIANA,4119,492,Yellow
2005,COMUNIDAD VALENCIANA,836,185,Yellow
2005,COMUNIDAD VALENCIANA,68980,30059,Yellow
2005,COMUNIDAD VALENCIANA,48140,11386,Yellow
2005,COMUNIDAD VALENCIANA,5149,1164,Yellow
2005,COMUNIDAD VALENCIANA,12400,7988,Yellow
2005,COMUNIDAD VALENCIANA,3940,867,Yellow
2005,COMUNIDAD VALENCIANA,1200,1332,Yellow
2005,COMUNIDAD VALENCIANA,16340,5568,Yellow
2005,COMUNIDAD VALENCIANA,285620,63307,Yellow
2005,COMUNIDAD VALENCIANA,100380,10907,Yellow
2005,COMUNIDAD VALENCIANA,3570,828,Yellow
2005,COMUNIDAD VALENCIANA,2110,1686,Yellow
2005,COMUNIDAD VALENCIANA,10310,1127,Yellow
2005,COMUNIDAD VALENCIANA,7770,2335,Yellow
2005,COMUNIDAD VALENCIANA,11343,2242,Yellow
2005,COMUNIDAD VALENCIANA,2060,799,Yellow
2005,COMUNIDAD VALENCIANA,31700,9150,Yellow
2005,COMUNIDAD VALENCIANA,76220,16358,Yellow
2005,COMUNIDAD VALENCIANA,101820,38051,Yellow
2005,COMUNIDAD VALENCIANA,42160,15160,Yellow
2005,COMUNIDAD VALENCIANA,9536,3746,Yellow
2005,COMUNIDAD VALENCIANA,17700,1137,Yellow
2005,COMUNIDAD VALENCIANA,4920,5508,Yellow
2005,COMUNIDAD VALENCIANA,2380,1603,Yellow
2005,COMUNIDAD VALENCIANA,4984,6730,Yellow
2005,COMUNIDAD VALENCIANA,5950,637,Yellow
2005,COMUNIDAD VALENCIANA,125060,26685,Yellow
2005,COMUNIDAD VALENCIANA,49720,16262,Yellow
2005,COMUNIDAD VALENCIANA,1200,721,Yellow
2005,COMUNIDAD VALENCIANA,16120,8957,Yellow
2005,COMUNIDAD VALENCIANA,22000,6878,Yellow
2005,COMUNIDAD VALENCIANA,7167,1308,Yellow
2005,COMUNIDAD VALENCIANA,9905,1892,Yellow
2005,COMUNIDAD VALENCIANA,3123,821,Yellow
2005,COMUNIDAD VALENCIANA,10680,3165,Yellow
2005,COMUNIDAD VALENCIANA,57880,13916,Yellow
2005,COMUNIDAD VALENCIANA,6440,3046,Yellow
2005,COMUNIDAD VALENCIANA,54300,13671,Yellow
2005,COMUNIDAD VALENCIANA,134340,27679,Yellow
2005,COMUNIDAD VALENCIANA,18660,5409,Yellow
2005,COMUNIDAD VALENCIANA,9840,4007,Yellow
2005,COMUNIDAD VALENCIANA,2333,1538,Yellow
2005,COMUNIDAD VALENCIANA,16680,5749,Yellow
2005,COMUNIDAD VALENCIANA,8430,1958,Yellow
2005,COMUNIDAD VALENCIANA,23720,10084,Yellow
2005,COMUNIDAD VALENCIANA,46510,7459,Yellow
2005,COMUNIDAD VALENCIANA,33422,5430,Yellow
2005,COMUNIDAD VALENCIANA,6720,4705,Yellow
2005,COMUNIDAD VALENCIANA,30237,12065,Yellow
2005,COMUNIDAD VALENCIANA,11714,3360,Yellow
2005,COMUNIDAD VALENCIANA,24300,10001,Yellow
2005,COMUNIDAD VALENCIANA,97480,17833,Yellow
2005,COMUNIDAD VALENCIANA,82580,31919,Yellow
2005,COMUNIDAD VALENCIANA,33600,9610,Yellow
2005,COMUNIDAD VALENCIANA,92540,29279,Yellow
2005,COMUNIDAD VALENCIANA,79960,20146,Yellow
2005,COMUNIDAD VALENCIANA,7280,2934,Yellow
2005,COMUNIDAD VALENCIANA,145900,55576,Yellow
2005,COMUNIDAD VALENCIANA,6962,2569,Yellow
2005,COMUNIDAD VALENCIANA,91980,26632,Yellow
2005,COMUNIDAD VALENCIANA,46700,8532,Yellow
2005,COMUNIDAD VALENCIANA,63100,16943,Yellow
2005,COMUNIDAD VALENCIANA,29680,3574,Yellow
2005,COMUNIDAD VALENCIANA,2500,2436,Yellow
2005,COMUNIDAD VALENCIANA,88090,26442,Yellow
2005,COMUNIDAD VALENCIANA,1760,1062,Yellow
2005,COMUNIDAD VALENCIANA,166180,7830,Yellow
2005,COMUNIDAD VALENCIANA,40780,17599,Yellow
2005,COMUNIDAD VALENCIANA,24860,23653,Yellow
2005,COMUNIDAD VALENCIANA,253860,26649,Yellow
2005,COMUNIDAD VALENCIANA,31820,12624,Yellow
2005,COMUNIDAD VALENCIANA,49650,21566,Yellow
2005,COMUNIDAD VALENCIANA,31360,16050,Yellow
2005,COMUNIDAD VALENCIANA,137760,45582,Yellow
2005,COMUNIDAD VALENCIANA,22260,6489,Yellow
2005,COMUNIDAD VALENCIANA,94280,25638,Yellow
2005,COMUNIDAD VALENCIANA,9720,4517,Yellow
2005,COMUNIDAD VALENCIANA,80400,6685,Yellow
2005,COMUNIDAD VALENCIANA,127600,22653,Yellow
2005,COMUNIDAD VALENCIANA,14261,3291,Yellow
2005,COMUNIDAD VALENCIANA,87100,22380,Yellow
2005,COMUNIDAD VALENCIANA,124280,44226,Yellow
2005,COMUNIDAD VALENCIANA,10590,2347,Yellow
2005,COMUNIDAD VALENCIANA,106740,22904,Yellow
2005,COMUNIDAD VALENCIANA,37750,9033,Yellow
2005,COMUNIDAD VALENCIANA,46020,6556,Yellow
2005,COMUNIDAD VALENCIANA,1205,208,Yellow
2005,COMUNIDAD VALENCIANA,548760,209439,Yellow
2005,COMUNIDAD VALENCIANA,122540,28515,Yellow
2005,COMUNIDAD VALENCIANA,3040,745,Yellow
2005,COMUNIDAD VALENCIANA,18000,4515,Yellow
2005,COMUNIDAD VALENCIANA,1039300,310330,Yellow
2005,COMUNIDAD VALENCIANA,7543,1460,Yellow
2005,COMUNIDAD VALENCIANA,111395,11405,Yellow
2005,COMUNIDAD VALENCIANA,83760,20484,Yellow
2005,COMUNIDAD VALENCIANA,236680,71314,Yellow
2005,COMUNIDAD VALENCIANA,503879,87871,Yellow
2005,COMUNIDAD VALENCIANA,243613,56748,Yellow
2005,COMUNIDAD VALENCIANA,19310,3856,Yellow
2005,COMUNIDAD VALENCIANA,53120,13534,Yellow
2005,COMUNIDAD VALENCIANA,6880,1936,Yellow
2005,COMUNIDAD VALENCIANA,130180,22967,Yellow
2005,COMUNIDAD VALENCIANA,79580,19655,Yellow
2005,COMUNIDAD VALENCIANA,1970,381,Yellow
2005,COMUNIDAD VALENCIANA,18260,3893,Yellow
2005,COMUNIDAD VALENCIANA,4766585,785732,Yellow
2005,COMUNIDAD VALENCIANA,48760,28040,Yellow
2005,COMUNIDAD VALENCIANA,89860,23591,Yellow
2005,COMUNIDAD VALENCIANA,3548,605,Yellow
2005,COMUNIDAD VALENCIANA,14620,5864,Yellow
2005,COMUNIDAD VALENCIANA,9347,1277,Yellow
2005,COMUNIDAD VALENCIANA,38820,11914,Yellow
2005,COMUNIDAD VALENCIANA,164700,51162,Yellow
2005,COMUNIDAD VALENCIANA,69100,7890,Yellow
2005,COMUNIDAD VALENCIANA,121740,21119,Yellow
2005,COMUNIDAD VALENCIANA,146630,42689,Yellow
2005,COMUNIDAD VALENCIANA,9392,1675,Yellow
2005,COMUNIDAD VALENCIANA,5384,1432,Yellow
2005,COMUNIDAD VALENCIANA,16480,3996,Yellow
2005,COMUNIDAD VALENCIANA,7127,1395,Yellow
2005,COMUNIDAD VALENCIANA,2201,568,Yellow
2005,COMUNIDAD VALENCIANA,20492,5443,Yellow
2005,COMUNIDAD VALENCIANA,201670,41920,Yellow
2005,COMUNIDAD VALENCIANA,92970,17311,Yellow
2005,COMUNIDAD VALENCIANA,52920,14023,Yellow
2005,COMUNIDAD VALENCIANA,1936,238,Yellow
2005,COMUNIDAD VALENCIANA,229360,64956,Yellow
2005,COMUNIDAD VALENCIANA,117414,24467,Yellow
2005,COMUNIDAD VALENCIANA,11122,1668,Yellow
2005,EXTREMADURA,184980,29132,Yellow
2005,EXTREMADURA,26580,8320,Yellow
2005,EXTREMADURA,150840,32783,Yellow
2005,EXTREMADURA,109960,15512,Yellow
2005,EXTREMADURA,13360,3601,Yellow
2005,EXTREMADURA,50520,24491,Yellow
2005,EXTREMADURA,119100,15542,Yellow
2005,EXTREMADURA,2200,751,Yellow
2005,EXTREMADURA,59120,12832,Yellow
2005,EXTREMADURA,239460,38815,Yellow
2005,EXTREMADURA,28280,10082,Yellow
2005,EXTREMADURA,38620,5659,Yellow
2005,EXTREMADURA,12160,3670,Yellow
2005,EXTREMADURA,53880,7911,Yellow
2005,EXTREMADURA,56420,9406,Yellow
2005,EXTREMADURA,47040,7916,Yellow
2005,EXTREMADURA,136920,24285,Yellow
2005,EXTREMADURA,30800,5368,Yellow
2005,EXTREMADURA,64520,6115,Yellow
2005,EXTREMADURA,30640,4797,Yellow
2005,EXTREMADURA,46920,6772,Yellow
2005,EXTREMADURA,33800,7330,Yellow
2005,EXTREMADURA,16160,5210,Yellow
2005,EXTREMADURA,37740,2591,Yellow
2005,EXTREMADURA,42514,6635,Yellow
2005,EXTREMADURA,570868,88245,Yellow
2005,EXTREMADURA,30233,4718,Yellow
2005,EXTREMADURA,37500,6524,Yellow
2005,EXTREMADURA,840,2225,Yellow
2005,EXTREMADURA,25540,3811,Yellow
2005,EXTREMADURA,488680,52200,Yellow
2005,EXTREMADURA,40180,7023,Yellow
2005,EXTREMADURA,30760,5580,Yellow
2005,EXTREMADURA,61800,11513,Yellow
2005,EXTREMADURA,39640,4373,Yellow
2005,EXTREMADURA,27998,4368,Yellow
2005,EXTREMADURA,16940,2355,Yellow
2005,EXTREMADURA,27400,4389,Yellow
2005,EXTREMADURA,67220,7617,Yellow
2005,EXTREMADURA,920,417,Yellow
2005,GALICIA,1812,893,Yellow
2005,GALICIA,185,510,Yellow
2005,GALICIA,142510,16428,Yellow
2005,GALICIA,1827,900,Yellow
2005,GALICIA,108820,16424,Yellow
2005,GALICIA,1608,792,Yellow
2005,GALICIA,83750,5992,Yellow
2005,GALICIA,10372,1412,Yellow
2005,GALICIA,1814,894,Yellow
2005,GALICIA,100831,16527,Yellow
2005,GALICIA,1146,565,Yellow
2005,GALICIA,8560,2270,Yellow
2005,GALICIA,113201,21049,Yellow
2005,GALICIA,9572,2044,Yellow
2005,GALICIA,10436,2376,Yellow
2005,GALICIA,49460,3198,Yellow
2005,GALICIA,1229,606,Yellow
2005,GALICIA,8800,2230,Yellow
2005,GALICIA,1155,569,Yellow
2005,GALICIA,24051,4888,Yellow
2005,GALICIA,1198,590,Yellow
2005,GALICIA,13785,1771,Yellow
2005,GALICIA,21750,1964,Yellow
2005,GALICIA,9800,1326,Yellow
2005,GALICIA,520,823,Yellow
2005,GALICIA,6292,1625,Yellow
2005,GALICIA,62700,5265,Yellow
2005,GALICIA,8911,3678,Yellow
2005,GALICIA,12386,2312,Yellow
2005,GALICIA,5795,1247,Yellow
2005,GALICIA,23540,3286,Yellow
2005,GALICIA,12242,5856,Yellow
2005,GALICIA,352220,29521,Yellow
2005,GALICIA,38260,1526,Yellow
2005,GALICIA,159260,13564,Yellow
2005,GALICIA,98240,9522,Yellow
2005,GALICIA,204080,22217,Yellow
2005,GALICIA,37060,4166,Yellow
2005,GALICIA,27434,4421,Yellow
2005,GALICIA,3986,5548,Yellow
2005,GALICIA,6631,1407,Yellow
2005,GALICIA,2960,1776,Yellow
2005,GALICIA,7739,1552,Yellow
2005,GALICIA,55380,7809,Yellow
2005,GALICIA,465420,25706,Yellow
2005,GALICIA,273160,30475,Yellow
2005,GALICIA,18182,2700,Yellow
2005,GALICIA,10155,1940,Yellow
2005,GALICIA,8306,3136,Yellow
2005,GALICIA,114140,20698,Yellow
2005,GALICIA,3044875,605321,Yellow
2005,GALICIA,42510,18396,Yellow
2005,GALICIA,56416,24643,Yellow
2005,GALICIA,28676,12483,Yellow
2005,GALICIA,34559,3603,Yellow
2005,GALICIA,137600,15389,Yellow
2005,GALICIA,15421,1574,Yellow
2005,GALICIA,80020,10421,Yellow
2005,GALICIA,49546,15484,Yellow
2005,GALICIA,24540,5853,Yellow
2005,GALICIA,40200,6779,Yellow
2005,GALICIA,1965560,292059,Yellow
2005,GALICIA,19790,2181,Yellow
2005,GALICIA,5316,1398,Yellow
2005,GALICIA,47440,6854,Yellow
2005,GALICIA,2761,839,Yellow
2005,GALICIA,21780,3652,Yellow
2005,GALICIA,9135,1552,Yellow
2005,GALICIA,10440,4713,Yellow
2005,GALICIA,26460,9055,Yellow
2005,GALICIA,106772,13132,Yellow
2005,GALICIA,770130,92298,Yellow
2005,GALICIA,51578,10704,Yellow
2005,GALICIA,171226,12453,Yellow
2005,GALICIA,8168,3553,Yellow
2005,GALICIA,5245,1726,Yellow
2005,GALICIA,297990,26623,Yellow
2005,GALICIA,196330,9270,Yellow
2005,GALICIA,30329,5510,Yellow
2005,GALICIA,146400,11582,Yellow
2005,GALICIA,145300,29732,Yellow
2005,GALICIA,8183,2046,Yellow
2005,GALICIA,4300,1630,Yellow
2005,GALICIA,36390,4129,Yellow
2005,GALICIA,3823,831,Yellow
2005,GALICIA,26780,13119,Yellow
2005,GALICIA,170100,11911,Yellow
2005,GALICIA,10504,3125,Yellow
2005,GALICIA,3868,647,Yellow
2005,GALICIA,97180,14651,Yellow
2005,GALICIA,162480,9992,Yellow
2005,GALICIA,2547,3856,Yellow
2005,GALICIA,54180,9070,Yellow
2005,GALICIA,9677,4528,Yellow
2005,GALICIA,927670,108600,Yellow
2005,GALICIA,35620,7830,Yellow
2005,GALICIA,175580,12287,Yellow
2005,GALICIA,43100,5804,Yellow
2005,GALICIA,491380,34404,Yellow
2005,GALICIA,50028,5899,Yellow
2005,GALICIA,75860,5612,Yellow
2005,GALICIA,21390,4904,Yellow
2005,GALICIA,74500,5089,Yellow
2005,GALICIA,11847,2341,Yellow
2005,GALICIA,30340,1619,Yellow
2005,GALICIA,29418,6086,Yellow
2005,GALICIA,4148,1118,Yellow
2005,GALICIA,12385,4580,Yellow
2005,GALICIA,1100,1397,Yellow
2005,GALICIA,57005,5093,Yellow
2005,GALICIA,640980,77859,Yellow
2005,GALICIA,127360,14485,Yellow
2005,GALICIA,21433,1650,Yellow
2005,GALICIA,36440,9463,Yellow
2005,GALICIA,3200,2463,Yellow
2005,GALICIA,35450,4978,Yellow
2005,GALICIA,29140,5499,Yellow
2005,GALICIA,7885,1575,Yellow
2005,GALICIA,29096,6079,Yellow
2005,GALICIA,41900,4896,Yellow
2005,GALICIA,101510,8348,Yellow
2005,GALICIA,2775,1549,Yellow
2005,GALICIA,385720,18302,Yellow
2005,GALICIA,7680,2486,Yellow
2005,GALICIA,3163,578,Yellow
2005,GALICIA,23226,3278,Yellow
2005,GALICIA,14291,2804,Yellow
2005,GALICIA,9660,1568,Yellow
2005,GALICIA,51600,8050,Yellow
2005,GALICIA,68130,6155,Yellow
2005,GALICIA,34559,6497,Yellow
2005,GALICIA,90354,14214,Yellow
2005,GALICIA,23210,2824,Yellow
2005,GALICIA,7348,1668,Yellow
2005,GALICIA,53920,5489,Yellow
2005,GALICIA,51360,10800,Yellow
2005,GALICIA,44040,1624,Yellow
2005,GALICIA,126740,10162,Yellow
2005,GALICIA,147340,11147,Yellow
2005,GALICIA,122410,9619,Yellow
2005,GALICIA,56330,3162,Yellow
2005,GALICIA,97120,5443,Yellow
2005,GALICIA,9260,2588,Yellow
2005,GALICIA,10012,4934,Yellow
2005,GALICIA,10140,794,Yellow
2005,GALICIA,1019,502,Yellow
2005,GALICIA,464520,35053,Yellow
2005,LA RIOJA,433160,47189,Yellow
2005,LA RIOJA,2806485,243198,Yellow
2005,MADRID,2167780,82418,Yellow
2005,MADRID,1571190,106740,Yellow
2005,MADRID,638970,39175,Yellow
2005,MADRID,400620,19178,Yellow
2005,MADRID,150870,5015,Yellow
2005,MADRID,4036440,191545,Yellow
2005,MADRID,93440,4310,Yellow
2005,MADRID,117720,6311,Yellow
2005,MADRID,30700,1324,Yellow
2005,MADRID,974420,38882,Yellow
2005,MADRID,278720,9986,Yellow
2005,MADRID,108500,5560,Yellow
2005,MADRID,137340,4562,Yellow
2005,MADRID,150720,5124,Yellow
2005,MADRID,19980,1889,Yellow
2005,MADRID,1539420,38866,Yellow
2005,MADRID,127140,4741,Yellow
2005,MADRID,96360,6259,Yellow
2005,MADRID,251300,7037,Yellow
2005,MADRID,2092758,192458,Yellow
2005,MADRID,773030,86912,Yellow
2005,MADRID,72886889,3099834,Yellow
2005,MADRID,94780,2637,Yellow
2005,MADRID,105740,5713,Yellow
2005,MADRID,406639,35199,Yellow
2005,MADRID,181620,7137,Yellow
2005,MADRID,1015180,45099,Yellow
2005,MADRID,294340,10235,Yellow
2005,MADRID,1435920,38269,Yellow
2005,MADRID,130828,4353,Yellow
2005,MADRID,1989040,155997,Yellow
2005,MADRID,397870,14011,Yellow
2005,MADRID,80460,4687,Yellow
2005,MADRID,463660,42481,Yellow
2005,MADRID,119920,6499,Yellow
2005,MADRID,194124,7039,Yellow
2005,MADRID,121460,5638,Yellow
2005,MADRID,11580,1316,Yellow
2005,MADRID,2277000,50695,Yellow
2005,MADRID,167815,7099,Yellow
2005,MADRID,348490,12975,Yellow
2005,MADRID,110040,3874,Yellow
2005,MADRID,35060,2928,Yellow
2005,MADRID,523520,28255,Yellow
2005,MADRID,323940,12457,Yellow
2005,MADRID,833330,40839,Yellow
2005,MADRID,3693510,178630,Yellow
2005,MADRID,193460,6892,Yellow
2005,MADRID,162490,6637,Yellow
2005,MADRID,138480,4161,Yellow
2005,MADRID,302810,17170,Yellow
2005,MADRID,129840,6048,Yellow
2005,MADRID,194040,9003,Yellow
2005,MADRID,86300,2309,Yellow
2005,MADRID,478825,14971,Yellow
2005,MADRID,21100,1726,Yellow
2005,MADRID,43100,2017,Yellow
2005,MADRID,106480,2550,Yellow
2005,MADRID,28700,1893,Yellow
2005,MADRID,190460,18228,Yellow
2005,MADRID,45740,2196,Yellow
2005,MADRID,80440,1265,Yellow
2005,MADRID,82060,3008,Yellow
2005,MADRID,1799090,75079,Yellow
2005,MADRID,167940,6781,Yellow
2005,MADRID,1895060,62242,Yellow
2005,MADRID,42860,728,Yellow
2005,MADRID,75740,4275,Yellow
2005,MADRID,164360,9062,Yellow
2005,MADRID,1290840,68061,Yellow
2005,MADRID,56720,5079,Yellow
2005,MADRID,840080,58377,Yellow
2005,MADRID,4193180,156592,Yellow
2005,MADRID,946657,32813,Yellow
2005,MADRID,251520,12923,Yellow
2005,MADRID,2855456,202496,Yellow
2005,MADRID,422840,16416,Yellow
2005,MADRID,927480,23173,Yellow
2005,MADRID,141840,6134,Yellow
2005,MADRID,164640,7368,Yellow
2005,MADRID,270280,9013,Yellow
2005,MADRID,261620,6693,Yellow
2005,MADRID,57240,1805,Yellow
2005,MADRID,37120,1847,Yellow
2005,MADRID,348060,8594,Yellow
2005,MADRID,95500,2925,Yellow
2005,MADRID,1469080,100307,Yellow
2005,MADRID,138170,17626,Yellow
2005,MADRID,90050,3764,Yellow
2005,MADRID,119370,3844,Yellow
2005,MADRID,99330,5376,Yellow
2005,MADRID,166360,7233,Yellow
2005,MADRID,23350,419,Yellow
2005,MADRID,33850,760,Yellow
2005,MADRID,57530,2112,Yellow
2005,MADRID,18200,1118,Yellow
2005,MADRID,53760,1755,Yellow
2005,MADRID,125580,4738,Yellow
2005,MADRID,234670,3018,Yellow
2005,MADRID,90043,2457,Yellow
2005,MADRID,121782,5224,Yellow
2005,MADRID,412110,17615,Yellow
2005,MADRID,886520,17052,Yellow
2005,MADRID,79020,3804,Yellow
2005,MADRID,191320,9116,Yellow
2005,MADRID,45560,4562,Yellow
2005,MADRID,477319,18639,Yellow
2005,NAVARRA,37821,9921,Yellow
2005,NAVARRA,189460,21969,Yellow
2005,NAVARRA,2211556,313108,Yellow
2005,NAVARRA,494820,33304,Yellow
2005,NAVARRA,175340,17099,Yellow
2005,NAVARRA,112520,10837,Yellow
2005,NAVARRA,195120,19862,Yellow
2005,NAVARRA,1044580,81365,Yellow
2005,PAIS VASCO,6418307,679838,Yellow
2005,PAIS VASCO,609530,65454,Yellow
2005,PAIS VASCO,2748810,223702,Yellow
2005,PAIS VASCO,116110,15240,Yellow
2005,PAIS VASCO,482925,57381,Yellow
2005,PAIS VASCO,435935,33103,Yellow
2005,PAIS VASCO,668093,83004,Yellow
2005,PAIS VASCO,20020,795,Yellow
2005,PAIS VASCO,157920,10137,Yellow
2005,PAIS VASCO,108000,7454,Yellow
2005,PAIS VASCO,114800,13857,Yellow
2005,PAIS VASCO,65220,3146,Yellow
2005,PAIS VASCO,169130,10418,Yellow
2005,PAIS VASCO,430105,71988,Yellow
2005,PAIS VASCO,327205,39413,Yellow
2005,PAIS VASCO,850730,74626,Yellow
2005,PAIS VASCO,3492720,304370,Yellow
2005,PAIS VASCO,3777580,352317,Yellow
2005,PAIS VASCO,99560,7150,Yellow
2005,PAIS VASCO,533560,61886,Yellow
2005,REGION DE MURCIA,49460,17717,Yellow
2005,REGION DE MURCIA,150160,26435,Yellow
2005,REGION DE MURCIA,533790,52588,Yellow
2005,REGION DE MURCIA,179000,12777,Yellow
2005,REGION DE MURCIA,71740,23958,Yellow
2005,REGION DE MURCIA,83780,24686,Yellow
2005,REGION DE MURCIA,1677420,197665,Yellow
2005,REGION DE MURCIA,48120,12037,Yellow
2005,REGION DE MURCIA,289660,33825,Yellow
2005,REGION DE MURCIA,321440,12804,Yellow
2005,REGION DE MURCIA,2547100,398815,Yellow
2005,REGION DE MURCIA,189400,26806,Yellow
2005,REGION DE MURCIA,136100,15856,Yellow
2005,REGION DE MURCIA,72300,15287,Yellow
2005,REGION DE MURCIA,100220,36496,Yellow
2005,REGION DE MURCIA,285040,32988,Yellow
2005,REGION DE MURCIA,44380,5977,Yellow
2005,REGION DE MURCIA,71040,13210,Yellow
2005,REGION DE MURCIA,128840,24179,Yellow
2005,REGION DE MURCIA,103100,8549,Yellow
2005,REGION DE MURCIA,277400,84245,Yellow
2005,REGION DE MURCIA,64000,30263,Yellow
2005,REGION DE MURCIA,38420,11435,Yellow
2005,REGION DE MURCIA,67900,14804,Yellow
2005,REGION DE MURCIA,31420,9674,Yellow
2005,REGION DE MURCIA,2350,1509,Yellow
2005,REGION DE MURCIA,21160,11306,Yellow
2005,REGION DE MURCIA,37000,15592,Yellow
2005,REGION DE MURCIA,51180,21768,Yellow
2005,REGION DE MURCIA,2350,1749,Yellow
2005,REGION DE MURCIA,2349,989,Yellow
2005,REGION DE MURCIA,76820,14059,Yellow
2005,REGION DE MURCIA,54660,8782,Yellow
2005,REGION DE MURCIA,580,479,Yellow
2005,REGION DE MURCIA,988,200,Yellow
2006,ANDALUCIA,5490130,369413,Yellow
2006,ANDALUCIA,240480,43812,Yellow
2006,ANDALUCIA,258019,20940,Yellow
2006,ANDALUCIA,1404799,145209,Yellow
2006,ANDALUCIA,62660,19641,Yellow
2006,ANDALUCIA,149790,18001,Yellow
2006,ANDALUCIA,351101,137775,Yellow
2006,ANDALUCIA,356790,62927,Yellow
2006,ANDALUCIA,641740,112273,Yellow
2006,ANDALUCIA,394210,70338,Yellow
2006,ANDALUCIA,1128460,249459,Yellow
2006,ANDALUCIA,98340,29420,Yellow
2006,ANDALUCIA,1741941,544016,Yellow
2006,ANDALUCIA,279450,38770,Yellow
2006,ANDALUCIA,2544960,236982,Yellow
2006,ANDALUCIA,808160,82306,Yellow
2006,ANDALUCIA,669091,109618,Yellow
2006,ANDALUCIA,433460,193610,Yellow
2006,ANDALUCIA,361560,56605,Yellow
2006,ANDALUCIA,2456690,196275,Yellow
2006,ANDALUCIA,1944410,198748,Yellow
2006,ANDALUCIA,6513330,543744,Yellow
2006,ANDALUCIA,5574500,659516,Yellow
2006,ANDALUCIA,412680,116540,Yellow
2006,ANDALUCIA,2669160,374466,Yellow
2006,ANDALUCIA,877560,181702,Yellow
2006,ANDALUCIA,1237510,92666,Yellow
2006,ANDALUCIA,423930,145150,Yellow
2006,ANDALUCIA,369900,119237,Yellow
2006,ANDALUCIA,945240,125432,Yellow
2006,ANDALUCIA,219720,37886,Yellow
2006,ANDALUCIA,1834480,474970,Yellow
